Date,Open,High,Low,Close,Adj Close,Volume
2003-03-31,85.3499984741211,86.58999633789062,84.4000015258789,84.73999786376953,57.331382751464844,61119500
2003-04-01,85.25,86.38999938964844,84.91000366210938,86.04000091552734,58.210914611816406,53574000
2003-04-02,87.54000091552734,88.7699966430664,87.5,88.12000274658203,59.6181640625,50431200
2003-04-03,88.87000274658203,88.98999786376953,87.6500015258789,87.69999694824219,59.33401107788086,48755500
2003-04-04,88.43000030517578,88.58999633789062,87.62000274658203,88.22000122070312,59.685787200927734,36250100
2003-04-07,90.33999633789062,90.8499984741211,87.97000122070312,88.05000305175781,59.57078552246094,69776200
2003-04-08,88.30000305175781,88.6500015258789,87.70999908447266,88.19000244140625,59.66551971435547,39712700
2003-04-09,88.36000061035156,89.0999984741211,86.7699966430664,87.02999877929688,58.88069152832031,55647300
2003-04-10,87.08999633789062,87.62999725341797,85.70999908447266,87.51000213623047,59.20546340942383,41812400
2003-04-11,88.16000366210938,88.69999694824219,86.86000061035156,87.1500015258789,58.96187210083008,47730100
2003-04-14,87.47000122070312,89.0,87.0,88.94999694824219,60.17967987060547,36711700
2003-04-15,88.83999633789062,89.77999877929688,88.41999816894531,89.77999877929688,60.741233825683594,49709800
2003-04-16,89.91000366210938,90.05999755859375,88.02999877929688,88.25,59.70610046386719,51788000
2003-04-17,88.30000305175781,89.72000122070312,88.19000244140625,89.55999755859375,60.592376708984375,37403100
2003-04-21,89.86000061035156,90.16000366210938,89.05999755859375,89.6500015258789,60.65323257446289,32052700
2003-04-22,89.0999984741211,91.55999755859375,88.88999938964844,91.33999633789062,61.79666519165039,59763600
2003-04-23,91.62000274658203,92.3499984741211,91.23999786376953,92.18000030517578,62.36496353149414,44227100
2003-04-24,91.52999877929688,92.08000183105469,90.95999908447266,91.36000061035156,61.81020736694336,49692400
2003-04-25,91.30000305175781,91.47000122070312,90.0199966430664,90.2300033569336,61.045684814453125,43917200
2003-04-28,90.44000244140625,92.19000244140625,90.30000305175781,91.79000091552734,62.10111999511719,46432900
2003-04-29,92.13999938964844,92.80000305175781,91.4000015258789,92.11000061035156,62.317596435546875,52017100
2003-04-30,91.91000366210938,92.56999969482422,91.41000366210938,91.91000366210938,62.18230056762695,48709100
2003-05-01,91.91999816894531,92.7300033569336,90.5,91.9000015258789,62.175506591796875,50240400
2003-05-02,91.55999755859375,93.47000122070312,91.48999786376953,93.20999908447266,63.06181335449219,50201500
2003-05-05,93.47000122070312,93.77999877929688,92.5,93.02999877929688,62.94004440307617,35437800
2003-05-06,93.04000091552734,94.37999725341797,93.0,93.91000366210938,63.535423278808594,44401000
2003-05-07,93.41999816894531,94.13999938964844,92.97000122070312,93.38999938964844,63.183616638183594,41413100
2003-05-08,92.5199966430664,93.33000183105469,92.27999877929688,92.44999694824219,62.547611236572266,40570700
2003-05-09,92.83000183105469,93.80000305175781,92.61000061035156,93.7300033569336,63.41360855102539,33608100
2003-05-12,93.5,95.12000274658203,93.27999877929688,94.87999725341797,64.19165802001953,35662300
2003-05-13,94.52999877929688,95.18000030517578,94.26000213623047,94.70999908447266,64.07666015625,39253600
2003-05-14,95.08999633789062,95.23999786376953,93.91000366210938,94.51000213623047,63.941322326660156,32195100
2003-05-15,94.88999938964844,95.33000183105469,94.25,95.11000061035156,64.34725952148438,43879200
2003-05-16,94.88999938964844,95.44999694824219,94.26000213623047,94.87000274658203,64.18489837646484,38905000
2003-05-19,94.1500015258789,94.41999816894531,92.33000183105469,92.6500015258789,62.682952880859375,41606000
2003-05-20,92.81999969482422,93.02999877929688,91.58999633789062,92.45999908447266,62.55438995361328,55404600
2003-05-21,92.11000061035156,92.87999725341797,91.91000366210938,92.6500015258789,62.682952880859375,49333800
2003-05-22,92.94999694824219,94.05000305175781,92.68000030517578,93.56999969482422,63.30537796020508,38421800
2003-05-23,93.52999877929688,93.9800033569336,93.13999938964844,93.76000213623047,63.43391799926758,26155900
2003-05-27,93.30000305175781,95.83999633789062,93.06999969482422,95.4000015258789,64.54346466064453,43719200
2003-05-28,95.8499984741211,96.47000122070312,95.43000030517578,95.66999816894531,64.72615051269531,37727100
2003-05-29,95.87999725341797,96.81999969482422,95.08000183105469,95.41999816894531,64.55701446533203,50844200
2003-05-30,95.9000015258789,97.08999633789062,95.55999755859375,96.94999694824219,65.59212493896484,52529500
2003-06-02,97.52999877929688,98.44999694824219,96.66999816894531,97.3499984741211,65.8627700805664,50305500
2003-06-03,97.1500015258789,97.83999633789062,96.8499984741211,97.75,66.13340759277344,38254500
2003-06-04,97.66000366210938,99.3499984741211,97.56999969482422,99.16000366210938,67.08732604980469,49360700
2003-06-05,98.58000183105469,99.6500015258789,98.2699966430664,99.6500015258789,67.41881561279297,46262400
2003-06-06,100.4000015258789,101.4000015258789,99.12999725341797,99.26000213623047,67.15497589111328,60356800
2003-06-09,98.7699966430664,99.0999984741211,97.7699966430664,98.25,66.47168731689453,37808500
2003-06-10,98.45999908447266,99.26000213623047,98.19000244140625,99.25,67.1482162475586,29965900
2003-06-11,99.16000366210938,100.38999938964844,98.70999908447266,100.30000305175781,67.85862731933594,37610200
2003-06-12,100.75,100.9000015258789,99.62000274658203,100.61000061035156,68.0683364868164,36442000
2003-06-13,100.61000061035156,100.75,98.94999694824219,99.55999755859375,67.35796356201172,48628300
2003-06-16,99.95999908447266,101.69999694824219,99.80000305175781,101.66000366210938,68.77872467041016,36326300
2003-06-17,102.06999969482422,102.18000030517578,101.2300033569336,101.66000366210938,68.77872467041016,36801800
2003-06-18,101.29000091552734,102.13999938964844,101.0,101.56999969482422,68.71784210205078,35521000
2003-06-19,101.63999938964844,101.7300033569336,99.83999633789062,100.0199966430664,67.66914367675781,43551700
2003-06-20,100.38999938964844,100.5,99.41999816894531,99.44000244140625,67.51978302001953,41545000
2003-06-23,99.44999694824219,99.66000366210938,97.91999816894531,98.41999816894531,66.82720947265625,34237500
2003-06-24,98.22000122070312,99.08999633789062,98.0199966430664,98.5199966430664,66.89509582519531,36213600
2003-06-25,98.52999877929688,99.44000244140625,97.52999877929688,97.52999877929688,66.22289276123047,47743400
2003-06-26,97.77999877929688,98.9800033569336,96.95999908447266,98.80000305175781,67.08523559570312,33477300
2003-06-27,98.75,99.19000244140625,97.58000183105469,97.66000366210938,66.31116485595703,54208800
2003-06-30,98.22000122070312,98.66999816894531,97.47000122070312,97.62999725341797,66.29080963134766,33349000
2003-07-01,97.25,98.8499984741211,96.43000030517578,98.52999877929688,66.90186309814453,51322800
2003-07-02,98.7699966430664,99.79000091552734,98.56999969482422,99.7699966430664,67.74383544921875,34662100
2003-07-03,99.06999969482422,99.8499984741211,97.9000015258789,98.73999786376953,67.04449462890625,30792800
2003-07-07,99.6500015258789,100.9000015258789,99.6500015258789,100.69999694824219,68.37535858154297,31391100
2003-07-08,100.5,101.29000091552734,100.16999816894531,101.1500015258789,68.6808853149414,30952500
2003-07-09,100.91999816894531,101.4000015258789,100.02999877929688,100.58000183105469,68.2938461303711,36528500
2003-07-10,99.83999633789062,100.04000091552734,98.62999725341797,99.30000305175781,67.42473602294922,49777700
2003-07-11,99.38999938964844,100.44999694824219,99.38999938964844,100.23999786376953,68.06298828125,39976300
2003-07-14,101.19999694824219,101.9000015258789,100.44999694824219,100.7300033569336,68.39569091796875,42114900
2003-07-15,101.37999725341797,101.45999908447266,99.94999694824219,100.51000213623047,68.24632263183594,42573600
2003-07-16,100.80999755859375,100.87000274658203,99.2300033569336,99.91999816894531,67.845703125,39894200
2003-07-17,99.1500015258789,99.87999725341797,98.16000366210938,98.5,66.88150787353516,52253500
2003-07-18,99.0199966430664,99.80000305175781,98.45999908447266,99.51000213623047,67.56732177734375,35698100
2003-07-21,99.44999694824219,99.48999786376953,97.8499984741211,98.27999877929688,66.73213958740234,34786000
2003-07-22,98.69000244140625,99.41000366210938,97.91999816894531,99.16999816894531,67.33643341064453,49968300
2003-07-23,99.20999908447266,99.44999694824219,98.27999877929688,99.23999786376953,67.3840103149414,37275400
2003-07-24,99.98999786376953,100.33999633789062,98.37000274658203,98.48999786376953,66.87471008300781,40896200
2003-07-25,98.66000366210938,100.29000091552734,98.04000091552734,100.2300033569336,68.05622863769531,43241100
2003-07-28,100.37000274658203,100.9800033569336,99.66999816894531,99.86000061035156,67.80499267578125,34382800
2003-07-29,100.13999938964844,100.26000213623047,98.68000030517578,99.4000015258789,67.49266052246094,53472100
2003-07-30,99.5999984741211,99.75,98.93000030517578,99.16000366210938,67.32968139648438,28363300
2003-07-31,99.9800033569336,100.91000366210938,99.16999816894531,99.38999938964844,67.48583984375,54937200
2003-08-01,99.19000244140625,99.52999877929688,98.23999786376953,98.51000213623047,66.88833618164062,49321000
2003-08-04,98.30999755859375,99.0,97.0,98.51000213623047,66.88833618164062,55214100
2003-08-05,98.41000366210938,98.76000213623047,96.33999633789062,96.41999816894531,65.46922302246094,61415600
2003-08-06,96.69000244140625,98.05999755859375,96.41999816894531,96.9800033569336,65.84944915771484,50096900
2003-08-07,97.16999816894531,98.06999969482422,96.76000213623047,98.0,66.54204559326172,43427400
2003-08-08,98.31999969482422,98.55000305175781,97.76000213623047,98.27999877929688,66.73213958740234,27357300
2003-08-11,98.26000213623047,99.04000091552734,97.83999633789062,98.6500015258789,66.98336791992188,34631400
2003-08-12,98.70999908447266,99.58999633789062,98.41999816894531,99.55000305175781,67.594482421875,43285600
2003-08-13,99.81999969482422,99.8499984741211,98.52999877929688,99.04000091552734,67.24818420410156,36152000
2003-08-14,99.0999984741211,99.75,98.44999694824219,99.30999755859375,67.4314956665039,35525100
2003-08-15,99.36000061035156,99.79000091552734,99.12000274658203,99.62000274658203,67.64204406738281,12567000
2003-08-18,99.93000030517578,100.5999984741211,99.73999786376953,100.4800033569336,68.22599029541016,22873800
2003-08-19,100.69000244140625,100.94000244140625,100.0,100.86000061035156,68.4839859008789,37437700
2003-08-20,100.29000091552734,100.88999938964844,100.16000366210938,100.44999694824219,68.20556640625,21295300
2003-08-21,101.05000305175781,101.5199966430664,100.4000015258789,100.7699966430664,68.4228744506836,46494200
2003-08-22,101.75,101.81999969482422,99.7300033569336,99.7699966430664,67.74383544921875,52040300
2003-08-25,99.70999908447266,100.83000183105469,99.27999877929688,99.93000030517578,67.85249328613281,23473000
2003-08-26,99.5,100.38999938964844,98.83000183105469,100.11000061035156,67.97471618652344,45065800
2003-08-27,100.05000305175781,100.36000061035156,99.56999969482422,100.13999938964844,67.99506378173828,18919500
2003-08-28,100.4000015258789,101.0,99.66000366210938,100.76000213623047,68.41606903076172,27402400
2003-08-29,100.61000061035156,101.4800033569336,100.4800033569336,101.44000244140625,68.87776947021484,28706600
2003-09-02,101.63999938964844,102.87999725341797,101.05000305175781,102.80000305175781,69.80126190185547,49419100
2003-09-03,103.02999877929688,103.69999694824219,102.77999877929688,103.36000061035156,70.18144989013672,44912400
2003-09-04,103.0999984741211,103.55000305175781,102.76000213623047,103.41000366210938,70.21542358398438,28381000
2003-09-05,102.94000244140625,103.55000305175781,102.4000015258789,102.83000183105469,69.82160949707031,31637300
2003-09-08,103.04000091552734,103.87999725341797,102.93000030517578,103.68000030517578,70.39875030517578,32632800
2003-09-09,103.37000274658203,103.45999908447266,102.68000030517578,103.0,69.93704223632812,35053200
2003-09-10,102.52999877929688,102.80000305175781,101.55000305175781,101.95999908447266,69.23086547851562,45904900
2003-09-11,102.0999984741211,102.76000213623047,101.83999633789062,102.26000213623047,69.4345703125,38396300
2003-09-12,101.91000366210938,102.63999938964844,101.3499984741211,102.44999694824219,69.56359100341797,42524800
2003-09-15,102.5199966430664,102.62999725341797,101.94999694824219,102.08999633789062,69.31912994384766,21312800
2003-09-16,102.2300033569336,103.63999938964844,102.16999816894531,103.58000183105469,70.33085632324219,37892600
2003-09-17,103.4800033569336,103.79000091552734,103.05000305175781,103.37999725341797,70.195068359375,31885800
2003-09-18,103.4000015258789,104.69999694824219,103.16999816894531,104.5999984741211,71.0234603881836,30243600
2003-09-19,104.2699966430664,104.5999984741211,103.4000015258789,103.66999816894531,70.66217803955078,34331600
2003-09-22,102.8499984741211,102.95999908447266,102.02999877929688,102.55000305175781,69.8988037109375,36677400
2003-09-23,102.58999633789062,103.29000091552734,102.36000061035156,102.94000244140625,70.16458892822266,32489200
2003-09-24,103.12000274658203,103.22000122070312,101.06999969482422,101.11000061035156,68.91727447509766,41694700
2003-09-25,101.41000366210938,101.87999725341797,100.19999694824219,100.27999877929688,68.35152435302734,52673100
2003-09-26,100.44000244140625,100.66000366210938,99.8499984741211,99.94999694824219,68.12662506103516,42914700
2003-09-29,100.30000305175781,100.98999786376953,99.79000091552734,100.93000030517578,68.79456329345703,36771600
2003-09-30,100.4800033569336,100.76000213623047,99.25,99.94999694824219,68.12662506103516,70764500
2003-10-01,100.23999786376953,102.18000030517578,100.19999694824219,102.08000183105469,69.57843017578125,65797600
2003-10-02,101.93000030517578,102.55999755859375,101.62999725341797,102.44999694824219,69.83063507080078,44591500
2003-10-03,103.66999816894531,104.27999877929688,103.08000183105469,103.38999938964844,70.47128295898438,48806900
2003-10-06,103.4800033569336,103.98999786376953,103.19999694824219,103.86000061035156,70.79169464111328,20226500
2003-10-07,103.26000213623047,104.30999755859375,102.91000366210938,104.26000213623047,71.0643310546875,42602900
2003-10-08,104.33000183105469,104.38999938964844,103.41000366210938,104.0,70.88710021972656,30920800
2003-10-09,104.87999725341797,105.22000122070312,103.83000183105469,104.27999877929688,71.0779800415039,40066500
2003-10-10,104.2699966430664,104.5999984741211,103.91000366210938,104.56999969482422,71.275634765625,22682800
2003-10-13,104.70999908447266,105.29000091552734,104.51000213623047,104.9000015258789,71.5005874633789,23825600
2003-10-14,104.80000305175781,105.43000030517578,104.36000061035156,105.2699966430664,71.75276184082031,38484400
2003-10-15,105.86000061035156,105.88999938964844,104.63999938964844,104.98999786376953,71.56189727783203,39021700
2003-10-16,104.68000030517578,105.7300033569336,104.6500015258789,105.41000366210938,71.84817504882812,32772200
2003-10-17,105.47000122070312,105.62999725341797,103.9800033569336,104.26000213623047,71.0643310546875,32790300
2003-10-20,104.44999694824219,105.04000091552734,103.94000244140625,105.04000091552734,71.59599304199219,27657000
2003-10-21,104.81999969482422,105.27999877929688,104.31999969482422,104.86000061035156,71.47328186035156,26729100
2003-10-22,104.02999877929688,104.19000244140625,103.19000244140625,103.54000091552734,70.57354736328125,33914500
2003-10-23,102.88999938964844,103.94999694824219,102.83999633789062,103.3499984741211,70.4440689086914,45830500
2003-10-24,102.83000183105469,103.58000183105469,102.18000030517578,103.58000183105469,70.60084533691406,51723600
2003-10-27,103.73999786376953,104.18000030517578,103.2699966430664,103.62999725341797,70.6349105834961,32460200
2003-10-28,103.9800033569336,105.1500015258789,103.81999969482422,105.04000091552734,71.59599304199219,34956200
2003-10-29,104.7699966430664,105.43000030517578,103.87000274658203,105.18000030517578,71.69141387939453,30955400
2003-10-30,105.79000091552734,105.97000122070312,104.80000305175781,105.4000015258789,71.84134674072266,39123100
2003-10-31,105.4000015258789,105.73999786376953,105.22000122070312,105.30000305175781,71.77320861816406,25761600
2003-11-03,105.75,106.61000061035156,105.70999908447266,105.98999786376953,72.24349975585938,37589300
2003-11-04,105.98999786376953,106.2699966430664,105.58000183105469,105.76000213623047,72.08673095703125,31421600
2003-11-05,105.48999786376953,105.97000122070312,104.9000015258789,105.83999633789062,72.14127349853516,33558800
2003-11-06,105.5999984741211,106.44000244140625,105.0999984741211,106.4000015258789,72.52300262451172,28392300
2003-11-07,106.63999938964844,106.72000122070312,105.56999969482422,105.61000061035156,71.9845199584961,31723200
2003-11-10,105.73999786376953,105.83999633789062,105.01000213623047,105.18000030517578,71.69141387939453,25530800
2003-11-11,105.08999633789062,105.33000183105469,104.80000305175781,105.1500015258789,71.67097473144531,26558600
2003-11-12,105.2300033569336,106.47000122070312,105.16000366210938,106.33000183105469,72.4752426147461,28000000
2003-11-13,106.01000213623047,106.54000091552734,105.77999877929688,106.36000061035156,72.49571228027344,29714800
2003-11-14,106.4000015258789,106.94999694824219,105.29000091552734,105.45999908447266,71.88226318359375,49158500
2003-11-17,104.91000366210938,105.13999938964844,104.04000091552734,104.93000030517578,71.52104949951172,44382100
2003-11-18,105.23999786376953,105.44999694824219,103.69999694824219,103.83999633789062,70.7780532836914,41155000
2003-11-19,104.02999877929688,105.01000213623047,103.91999816894531,104.72000122070312,71.37786865234375,29827000
2003-11-20,104.0,105.23999786376953,103.75,103.77999877929688,70.73715209960938,53578700
2003-11-21,104.23999786376953,104.33000183105469,103.62000274658203,104.20999908447266,71.03022766113281,30016000
2003-11-24,104.69000244140625,105.77999877929688,104.68000030517578,105.58999633789062,71.97087097167969,28906400
2003-11-25,105.7300033569336,106.41999816894531,105.44999694824219,105.98999786376953,72.24349975585938,37580000
2003-11-26,106.41999816894531,106.44999694824219,105.38999938964844,106.37000274658203,72.50255584716797,33053600
2003-11-28,106.27999877929688,106.66000366210938,106.19999694824219,106.44999694824219,72.55706787109375,10507500
2003-12-01,106.8499984741211,107.68000030517578,106.80000305175781,107.5999984741211,73.34092712402344,38699000
2003-12-02,107.37999725341797,107.7699966430664,107.06999969482422,107.33000183105469,73.15685272216797,35352000
2003-12-03,107.6500015258789,108.08000183105469,107.06999969482422,107.16000366210938,73.04100036621094,39078600
2003-12-04,107.16999816894531,107.72000122070312,106.94000244140625,107.5999984741211,73.34092712402344,36089500
2003-12-05,107.12000274658203,107.80000305175781,106.62000274658203,106.8499984741211,72.8296890258789,28824400
2003-12-08,106.73999786376953,107.63999938964844,106.68000030517578,107.56999969482422,73.32044982910156,32482900
2003-12-09,107.9000015258789,107.93000030517578,106.54000091552734,106.73999786376953,72.75473022460938,43596100
2003-12-10,106.7699966430664,106.9800033569336,105.95999908447266,106.7300033569336,72.74791717529297,36915400
2003-12-11,106.68000030517578,108.0999984741211,106.66999816894531,107.93000030517578,73.5658187866211,45304000
2003-12-12,107.97000122070312,108.19999694824219,107.38999938964844,108.13999938964844,73.70894622802734,34142200
2003-12-15,109.16999816894531,109.2300033569336,107.4800033569336,107.5999984741211,73.34092712402344,38693400
2003-12-16,107.68000030517578,108.5,107.5199966430664,108.16000366210938,73.72261047363281,32894200
2003-12-17,108.05999755859375,108.5,107.80000305175781,108.5,73.95433807373047,23198800
2003-12-18,108.55000305175781,109.7300033569336,108.38999938964844,109.72000122070312,74.78590393066406,29353100
2003-12-19,109.30000305175781,109.37000274658203,108.58000183105469,108.9000015258789,74.57771301269531,41465100
2003-12-22,108.79000091552734,109.66000366210938,108.77999877929688,109.66000366210938,75.09818267822266,27611300
2003-12-23,109.4800033569336,109.94999694824219,109.37999725341797,109.7300033569336,75.1461181640625,24741200
2003-12-24,109.5199966430664,109.87999725341797,109.43000030517578,109.62000274658203,75.07080078125,8055800
2003-12-26,109.70999908447266,110.08000183105469,109.62999725341797,109.69999694824219,75.12556457519531,8308400
2003-12-29,110.0999984741211,111.2699966430664,109.77999877929688,111.16000366210938,76.12544250488281,22483700
2003-12-30,111.08999633789062,111.2699966430664,110.8499984741211,111.18000030517578,76.1391372680664,19559500
2003-12-31,111.22000122070312,111.5199966430664,110.83999633789062,111.27999877929688,76.20758819580078,31501800
2004-01-02,111.73999786376953,112.19000244140625,110.7300033569336,111.2300033569336,76.1733627319336,38072300
2004-01-05,111.69000244140625,112.5199966430664,111.58999633789062,112.44000244140625,77.00198364257812,27959800
2004-01-06,112.16000366210938,112.7300033569336,112.0,112.55000305175781,77.07733154296875,20472800
2004-01-07,112.38999938964844,113.05999755859375,111.88999938964844,112.93000030517578,77.33757019042969,30170400
2004-01-08,113.25,113.41000366210938,112.7699966430664,113.37999725341797,77.64573669433594,36438400
2004-01-09,112.83000183105469,113.5,112.2699966430664,112.38999938964844,76.96778106689453,54084300
2004-01-12,112.55000305175781,113.25,112.36000061035156,113.22000122070312,77.53619384765625,31564100
2004-01-13,113.08999633789062,113.2300033569336,111.76000213623047,112.55999755859375,77.08419036865234,54239700
2004-01-14,112.76000213623047,113.66000366210938,112.66999816894531,113.5,77.7279281616211,30112800
2004-01-15,113.56999969482422,114.05999755859375,112.58000183105469,113.77999877929688,77.91968536376953,38408700
2004-01-16,114.04000091552734,114.30999755859375,113.62999725341797,114.2300033569336,78.22783660888672,31922700
2004-01-20,114.52999877929688,114.6500015258789,113.81999969482422,114.19999694824219,78.20728302001953,29863000
2004-01-21,114.12999725341797,115.30000305175781,113.72000122070312,115.0999984741211,78.82366180419922,30725000
2004-01-22,115.13999938964844,115.37999725341797,114.58000183105469,114.80000305175781,78.61817932128906,29888500
2004-01-23,115.0,115.37000274658203,113.94999694824219,114.43000030517578,78.36479187011719,44245300
2004-01-26,114.38999938964844,115.93000030517578,114.37999725341797,115.87000274658203,79.35093688964844,30460600
2004-01-27,115.75,116.5,114.6500015258789,114.68000030517578,78.53601837158203,35322800
2004-01-28,114.9800033569336,115.27999877929688,112.94000244140625,113.37000274658203,77.6388931274414,52621300
2004-01-29,113.55999755859375,113.8499984741211,112.55999755859375,113.4800033569336,77.71424102783203,60117100
2004-01-30,113.5199966430664,113.72000122070312,113.08999633789062,113.4800033569336,77.71424102783203,30984400
2004-02-02,113.69999694824219,114.68000030517578,113.12000274658203,113.97000122070312,78.0497817993164,38832400
2004-02-03,113.73999786376953,114.13999938964844,113.44000244140625,113.77999877929688,77.91968536376953,25093500
2004-02-04,113.19000244140625,113.7300033569336,112.79000091552734,112.8499984741211,77.28276824951172,39332600
2004-02-05,113.16999816894531,113.54000091552734,112.77999877929688,113.18000030517578,77.50877380371094,37226800
2004-02-06,113.41999816894531,114.69999694824219,113.19999694824219,114.44999694824219,78.37847900390625,37216000
2004-02-09,114.66999816894531,114.87000274658203,114.29000091552734,114.4800033569336,78.39904022216797,24851300
